artist_names,rank,song_name,week
Little Big Town,39,Better Man,2017-03-11
Shawn Mendes,40,Treat You Better,2017-03-11
Ed Sheeran,41,How Would You Feel (Paean),2017-03-11
Jon Pardi,42,Dirt On My Boots,2017-03-11
Bebe Rexha,43,I Got You,2017-03-11
Lana Del Rey,44,Love,2017-03-11
Chris Brown Featuring Usher & Gucci Mane,45,Party,2017-03-11
Future,46,Draco,2017-03-11
D.R.A.M. Featuring Lil Yachty,47,Broccoli,2017-03-11
Niall Horan,48,This Town,2017-03-11
Future,49,Mask Off,2017-03-11
Gucci Mane Featuring Drake,50,Both,2017-03-11
Khalid,51,Location,2017-03-11
Linkin Park Featuring Kiiara,52,Heavy,2017-03-11
Noah Cyrus Featuring Labrinth,53,Make Me (Cry),2017-03-11
Future,54,Rent Money,2017-03-11
J. Cole,55,Deja Vu,2017-03-11
The Chainsmokers & Coldplay,56,Something Just Like This,2017-03-11
DJ Khaled Featuring Beyonce & JAY Z,57,Shining,2017-03-11
Michael Ray,58,Think A Little Less,2017-03-11
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,59,Despacito,2017-03-11
Train,60,Play That Song,2017-03-11
Chris Young Featuring Vince Gill,61,Sober Saturday Night,2017-03-11
Travis Scott,62,Goosebumps,2017-03-11
Big Sean,63,Moves,2017-03-11
The Weeknd,64,Party Monster,2017-03-11
Imagine Dragons,65,Believer,2017-03-11
Ed Sheeran,66,Castle On The Hill,2017-03-11
Future Featuring Drake,67,Used To This,2017-03-11
Ayo & Teo,68,Rolex,2017-03-11
John Legend,69,Love Me Now,2017-03-11
XXXTENTACION,70,Look At Me!,2017-03-11
Brad Paisley,71,Today,2017-03-11
Starley,72,Call On Me,2017-03-11
Jason Aldean,73,Any Ol' Barstool,2017-03-11
Eric Church Featuring Rhiannon Giddens,74,Kill A Word,2017-03-11
Thomas Rhett,75,Star Of The Show,2017-03-11
Luke Bryan,76,Fast,2017-03-11
The Weeknd,77,Reminder,2017-03-11
Ariana Grande Featuring Future,78,Everyday,2017-03-11
Blake Shelton,79,A Guy With A Girl,2017-03-11
Shakira Featuring Maluma,80,Chantaje,2017-03-11
Brantley Gilbert,81,The Weekend,2017-03-11
Luke Combs,82,Hurricane,2017-03-11
Hey Violet,83,Guys My Age,2017-03-11
Dustin Lynch,84,Seein' Red,2017-03-11
21 Savage & Metro Boomin,85,No Heart,2017-03-11
Keith Urban Featuring Carrie Underwood,86,The Fighter,2017-03-11
Lauren Alaina,87,Road Less Traveled,2017-03-11
PARTYNEXTDOOR,88,Not Nice,2017-03-11
Migos Featuring Gucci Mane,89,Slippery,2017-03-11
PnB Rock,90,Selfish,2017-03-11
Future,91,Super Trapper,2017-03-11
Brett Young,92,In Case You Didn't Know,2017-03-11
Calum Scott,93,Dancing On My Own,2017-03-11
Alessia Cara,94,How Far I'll Go,2017-03-11
Dierks Bentley,95,Black,2017-03-11
DJ Suede The Remix God,96,Cash Me Outside (#CashMeOutside),2017-03-11
Big Sean Featuring Eminem,97,No Favors,2017-03-11
Nicky Jam,98,El Amante,2017-03-11
Future,99,Zoom,2017-03-11
Kelsea Ballerini,100,Yeah Boy,2017-03-11
Ed Sheeran,1,Shape Of You,2017-03-18
Migos Featuring Lil Uzi Vert,2,Bad And Boujee,2017-03-18
Zayn / Taylor Swift,3,I Don't Wanna Live Forever (Fifty Shades Darker),2017-03-18
Bruno Mars,4,That's What I Like,2017-03-18
The Chainsmokers & Coldplay,5,Something Just Like This,2017-03-18
Rihanna,6,Love On The Brain,2017-03-18
The Chainsmokers,7,Paris,2017-03-18
Kodak Black,8,Tunnel Vision,2017-03-18
Big Sean,9,Bounce Back,2017-03-18
The Chainsmokers Featuring Halsey,10,Closer,2017-03-18
The Weeknd Featuring Daft Punk,11,I Feel It Coming,2017-03-18
Katy Perry Featuring Skip Marley,12,Chained To The Rhythm,2017-03-18
Justin Timberlake,13,Can't Stop The Feeling!,2017-03-18
KYLE Featuring Lil Yachty,14,iSpy,2017-03-18
Machine Gun Kelly x Camila Cabello,15,Bad Things,2017-03-18
Drake,16,Fake Love,2017-03-18
Shawn Mendes,17,Mercy,2017-03-18
Bruno Mars,18,24K Magic,2017-03-18
Alessia Cara,19,Scars To Your Beautiful,2017-03-18
Sam Hunt,20,Body Like A Back Road,2017-03-18
Marian Hill,21,Down,2017-03-18
Kygo x Selena Gomez,22,It Ain't Me,2017-03-18
The Weeknd Featuring Daft Punk,23,Starboy,2017-03-18
Clean Bandit Featuring Sean Paul & Anne-Marie,24,Rockabye,2017-03-18
Maroon 5 Featuring Kendrick Lamar,25,Don't Wanna Know,2017-03-18
James Arthur,26,Say You Won't Let Go,2017-03-18
Julia Michaels,27,Issues,2017-03-18
Zedd & Alessia Cara,28,Stay,2017-03-18
Rae Sremmurd Featuring Gucci Mane,29,Black Beatles,2017-03-18
Lady Gaga,30,Million Reasons,2017-03-18
Migos,31,T-Shirt,2017-03-18
Maroon 5 Featuring Future,32,Cold,2017-03-18
Jon Bellion,33,All Time Low,2017-03-18
Calvin Harris Featuring Frank Ocean & Migos,34,Slide,2017-03-18
Post Malone Featuring Quavo,35,Congratulations,2017-03-18
DJ Snake Featuring Justin Bieber,36,Let Me Love You,2017-03-18
Future Featuring Rihanna,37,Selfish,2017-03-18
Amine,38,Caroline,2017-03-18
Ariana Grande Featuring Nicki Minaj,39,Side To Side,2017-03-18
Rae Sremmurd,40,Swang,2017-03-18
Adele,41,Water Under The Bridge,2017-03-18
Little Big Town,42,Better Man,2017-03-18
twenty one pilots,43,Heathens,2017-03-18
Jon Pardi,44,Dirt On My Boots,2017-03-18
Shawn Mendes,45,Treat You Better,2017-03-18
Future,46,Mask Off,2017-03-18
Chris Brown Featuring Usher & Gucci Mane,47,Party,2017-03-18
Future Featuring The Weeknd,48,Comin Out Strong,2017-03-18
Gucci Mane Featuring Drake,49,Both,2017-03-18
Bebe Rexha,50,I Got You,2017-03-18
Khalid,51,Location,2017-03-18
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,52,Despacito,2017-03-18
Auli'i Cravalho,53,How Far I'll Go,2017-03-18
J. Cole,54,Deja Vu,2017-03-18
Michael Ray,55,Think A Little Less,2017-03-18
Noah Cyrus Featuring Labrinth,56,Make Me (Cry),2017-03-18
Travis Scott,57,Goosebumps,2017-03-18
Ariana Grande Featuring Future,58,Everyday,2017-03-18
Imagine Dragons,59,Believer,2017-03-18
Ayo & Teo,60,Rolex,2017-03-18
DJ Khaled Featuring Beyonce & JAY Z,61,Shining,2017-03-18
Train,62,Play That Song,2017-03-18
Chris Young Featuring Vince Gill,63,Sober Saturday Night,2017-03-18
Future,64,Draco,2017-03-18
Big Sean,65,Moves,2017-03-18
XXXTENTACION,66,Look At Me!,2017-03-18
The Weeknd,67,Party Monster,2017-03-18
Luke Bryan,68,Fast,2017-03-18
Brad Paisley,69,Today,2017-03-18
Jason Aldean,70,Any Ol' Barstool,2017-03-18
Starley,71,Call On Me,2017-03-18
DJ Suede The Remix God,72,Cash Me Outside (#CashMeOutside),2017-03-18
Lana Del Rey,73,Love,2017-03-18
Luke Combs,74,Hurricane,2017-03-18
Ed Sheeran,75,Castle On The Hill,2017-03-18
Future Featuring Drake,76,Used To This,2017-03-18
21 Savage & Metro Boomin,77,No Heart,2017-03-18
Gucci Mane & Nicki Minaj,78,Make Love,2017-03-18
Eric Church Featuring Rhiannon Giddens,79,Kill A Word,2017-03-18
Alessia Cara,80,How Far I'll Go,2017-03-18
Brantley Gilbert,81,The Weekend,2017-03-18
Linkin Park Featuring Kiiara,82,Heavy,2017-03-18
Childish Gambino,83,Redbone,2017-03-18
Lauren Alaina,84,Road Less Traveled,2017-03-18
Brett Young,85,In Case You Didn't Know,2017-03-18
PnB Rock,86,Selfish,2017-03-18
Thomas Rhett,87,Star Of The Show,2017-03-18
John Legend,88,Love Me Now,2017-03-18
Russ,89,Losin Control,2017-03-18
Shakira Featuring Maluma,90,Chantaje,2017-03-18
Blake Shelton,91,A Guy With A Girl,2017-03-18
Florida Georgia Line Featuring Backstreet Boys,92,"God, Your Mama, And Me",2017-03-18
Keith Urban Featuring Carrie Underwood,93,The Fighter,2017-03-18
Migos Featuring Gucci Mane,94,Slippery,2017-03-18
PARTYNEXTDOOR,95,Not Nice,2017-03-18
Josh Turner,96,Hometown Girl,2017-03-18
Kelsea Ballerini,97,Yeah Boy,2017-03-18
Dierks Bentley,98,Black,2017-03-18
Nicky Jam,99,El Amante,2017-03-18
Lorde,100,Green Light,2017-03-18
Ed Sheeran,1,Shape Of You,2017-03-25
Migos Featuring Lil Uzi Vert,2,Bad And Boujee,2017-03-25
Bruno Mars,3,That's What I Like,2017-03-25
Zayn / Taylor Swift,4,I Don't Wanna Live Forever (Fifty Shades Darker),2017-03-25
Rihanna,5,Love On The Brain,2017-03-25
Kodak Black,6,Tunnel Vision,2017-03-25
The Chainsmokers,7,Paris,2017-03-25
Big Sean,8,Bounce Back,2017-03-25
Clean Bandit Featuring Sean Paul & Anne-Marie,9,Rockabye,2017-03-25
The Chainsmokers Featuring Halsey,10,Closer,2017-03-25
The Chainsmokers & Coldplay,11,Something Just Like This,2017-03-25
The Weeknd Featuring Daft Punk,12,I Feel It Coming,2017-03-25
Katy Perry Featuring Skip Marley,13,Chained To The Rhythm,2017-03-25
KYLE Featuring Lil Yachty,14,iSpy,2017-03-25
Shawn Mendes,15,Mercy,2017-03-25
Bruno Mars,16,24K Magic,2017-03-25
Sam Hunt,17,Body Like A Back Road,2017-03-25
Kygo x Selena Gomez,18,It Ain't Me,2017-03-25
Lorde,19,Green Light,2017-03-25
Maroon 5 Featuring Future,20,Cold,2017-03-25
Alessia Cara,21,Scars To Your Beautiful,2017-03-25
Machine Gun Kelly x Camila Cabello,22,Bad Things,2017-03-25
Drake,23,Fake Love,2017-03-25
Justin Timberlake,24,Can't Stop The Feeling!,2017-03-25
Marian Hill,25,Down,2017-03-25
The Weeknd Featuring Daft Punk,26,Starboy,2017-03-25
Julia Michaels,27,Issues,2017-03-25
James Arthur,28,Say You Won't Let Go,2017-03-25
Lady Gaga,29,Million Reasons,2017-03-25
Migos,30,T-Shirt,2017-03-25
Maroon 5 Featuring Kendrick Lamar,31,Don't Wanna Know,2017-03-25
Future,32,Mask Off,2017-03-25
Post Malone Featuring Quavo,33,Congratulations,2017-03-25
Zedd & Alessia Cara,34,Stay,2017-03-25
Rae Sremmurd Featuring Gucci Mane,35,Black Beatles,2017-03-25
Rae Sremmurd,36,Swang,2017-03-25
Ed Sheeran,37,Perfect,2017-03-25
Khalid,38,Location,2017-03-25
Ed Sheeran,39,Castle On The Hill,2017-03-25
DJ Snake Featuring Justin Bieber,40,Let Me Love You,2017-03-25
Imagine Dragons,41,Believer,2017-03-25
Jon Pardi,42,Dirt On My Boots,2017-03-25
Adele,43,Water Under The Bridge,2017-03-25
twenty one pilots,44,Heathens,2017-03-25
Jon Bellion,45,All Time Low,2017-03-25
Noah Cyrus Featuring Labrinth,46,Make Me (Cry),2017-03-25
Amine,47,Caroline,2017-03-25
Ayo & Teo,48,Rolex,2017-03-25
Ed Sheeran,49,Dive,2017-03-25
Ariana Grande Featuring Nicki Minaj,50,Side To Side,2017-03-25
Chris Brown Featuring Usher & Gucci Mane,51,Party,2017-03-25
Calvin Harris Featuring Frank Ocean & Migos,52,Slide,2017-03-25
Ed Sheeran,53,Galway Girl,2017-03-25
Gucci Mane Featuring Drake,54,Both,2017-03-25
Little Big Town,55,Better Man,2017-03-25
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,56,Despacito,2017-03-25
Travis Scott,57,Goosebumps,2017-03-25
Michael Ray,58,Think A Little Less,2017-03-25
Ed Sheeran,59,Happier,2017-03-25
Auli'i Cravalho,60,How Far I'll Go,2017-03-25
XXXTENTACION,61,Look At Me!,2017-03-25
DJ Khaled Featuring Beyonce & JAY Z,62,Shining,2017-03-25
Ariana Grande Featuring Future,63,Everyday,2017-03-25
J. Cole,64,Deja Vu,2017-03-25
Luke Bryan,65,Fast,2017-03-25
Future Featuring Rihanna,66,Selfish,2017-03-25
Bebe Rexha,67,I Got You,2017-03-25
Train,68,Play That Song,2017-03-25
Childish Gambino,69,Redbone,2017-03-25
Jason Aldean,70,Any Ol' Barstool,2017-03-25
Big Sean,71,Moves,2017-03-25
Ed Sheeran,72,New Man,2017-03-25
Luke Combs,73,Hurricane,2017-03-25
Brad Paisley,74,Today,2017-03-25
Ed Sheeran,75,Supermarket Flowers,2017-03-25
The Weeknd,76,Party Monster,2017-03-25
Future,77,Draco,2017-03-25
Starley,78,Call On Me,2017-03-25
Linkin Park Featuring Kiiara,79,Heavy,2017-03-25
Brett Young,80,In Case You Didn't Know,2017-03-25
Future Featuring The Weeknd,81,Comin Out Strong,2017-03-25
Chris Young Featuring Vince Gill,82,Sober Saturday Night,2017-03-25
Ed Sheeran,83,What Do I Know?,2017-03-25
Ed Sheeran,84,How Would You Feel (Paean),2017-03-25
Lauren Alaina,85,Road Less Traveled,2017-03-25
Russ,86,Losin Control,2017-03-25
Brantley Gilbert,87,The Weekend,2017-03-25
Eric Church Featuring Rhiannon Giddens,88,Kill A Word,2017-03-25
Alessia Cara,89,How Far I'll Go,2017-03-25
Ed Sheeran,90,Eraser,2017-03-25
Future Featuring Drake,91,Used To This,2017-03-25
Keith Urban Featuring Carrie Underwood,92,The Fighter,2017-03-25
Ed Sheeran,93,Hearts Don't Break Around Here,2017-03-25
PnB Rock,94,Selfish,2017-03-25
Josh Turner,95,Hometown Girl,2017-03-25
Ed Sheeran,96,Barcelona,2017-03-25
Shakira Featuring Maluma,97,Chantaje,2017-03-25
Kelsea Ballerini,98,Yeah Boy,2017-03-25
Thomas Rhett,99,Star Of The Show,2017-03-25
Blake Shelton,100,A Guy With A Girl,2017-03-25
Ed Sheeran,1,Shape Of You,2017-04-01
Bruno Mars,2,That's What I Like,2017-04-01
Migos Featuring Lil Uzi Vert,3,Bad And Boujee,2017-04-01
Zayn / Taylor Swift,4,I Don't Wanna Live Forever (Fifty Shades Darker),2017-04-01
The Weeknd Featuring Daft Punk,5,I Feel It Coming,2017-04-01
Kodak Black,6,Tunnel Vision,2017-04-01
Rihanna,7,Love On The Brain,2017-04-01
The Chainsmokers & Coldplay,8,Something Just Like This,2017-04-01
The Chainsmokers,9,Paris,2017-04-01
KYLE Featuring Lil Yachty,10,iSpy,2017-04-01
Big Sean,11,Bounce Back,2017-04-01
Clean Bandit Featuring Sean Paul & Anne-Marie,12,Rockabye,2017-04-01
The Chainsmokers Featuring Halsey,13,Closer,2017-04-01
"Nicki Minaj, Drake & Lil Wayne",14,No Frauds,2017-04-01
Katy Perry Featuring Skip Marley,15,Chained To The Rhythm,2017-04-01
Maroon 5 Featuring Future,16,Cold,2017-04-01
Kygo x Selena Gomez,17,It Ain't Me,2017-04-01
Sam Hunt,18,Body Like A Back Road,2017-04-01
Future,19,Mask Off,2017-04-01
Shawn Mendes,20,Mercy,2017-04-01
James Arthur,21,Say You Won't Let Go,2017-04-01
Bruno Mars,22,24K Magic,2017-04-01
Marian Hill,23,Down,2017-04-01
Julia Michaels,24,Issues,2017-04-01
Alessia Cara,25,Scars To Your Beautiful,2017-04-01
Migos,26,T-Shirt,2017-04-01
Zedd & Alessia Cara,27,Stay,2017-04-01
Justin Timberlake,28,Can't Stop The Feeling!,2017-04-01
Machine Gun Kelly x Camila Cabello,29,Bad Things,2017-04-01
The Weeknd Featuring Daft Punk,30,Starboy,2017-04-01
Drake,31,Fake Love,2017-04-01
Post Malone Featuring Quavo,32,Congratulations,2017-04-01
Rae Sremmurd,33,Swang,2017-04-01
Ayo & Teo,34,Rolex,2017-04-01
Khalid,35,Location,2017-04-01
Maroon 5 Featuring Kendrick Lamar,36,Don't Wanna Know,2017-04-01
Jon Pardi,37,Dirt On My Boots,2017-04-01
Lady Gaga,38,Million Reasons,2017-04-01
Lorde,39,Green Light,2017-04-01
Rae Sremmurd Featuring Gucci Mane,40,Black Beatles,2017-04-01
DJ Snake Featuring Justin Bieber,41,Let Me Love You,2017-04-01
Imagine Dragons,42,Believer,2017-04-01
Adele,43,Water Under The Bridge,2017-04-01
Chris Brown Featuring Usher & Gucci Mane,44,Party,2017-04-01
twenty one pilots,45,Heathens,2017-04-01
Auli'i Cravalho,46,How Far I'll Go,2017-04-01
Noah Cyrus Featuring Labrinth,47,Make Me (Cry),2017-04-01
Calvin Harris Featuring Frank Ocean & Migos,48,Slide,2017-04-01
Amine,49,Caroline,2017-04-01
Travis Scott,50,Goosebumps,2017-04-01
Gucci Mane Featuring Drake,51,Both,2017-04-01
Ed Sheeran,52,Castle On The Hill,2017-04-01
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,53,Despacito,2017-04-01
Michael Ray,54,Think A Little Less,2017-04-01
Ariana Grande Featuring Future,55,Everyday,2017-04-01
Childish Gambino,56,Redbone,2017-04-01
J. Cole,57,Deja Vu,2017-04-01
Train,58,Play That Song,2017-04-01
Future Featuring Rihanna,59,Selfish,2017-04-01
Ed Sheeran,60,Perfect,2017-04-01
Nicki Minaj,61,Regret In Your Tears,2017-04-01
Little Big Town,62,Better Man,2017-04-01
Ed Sheeran,63,Galway Girl,2017-04-01
Luke Bryan,64,Fast,2017-04-01
XXXTENTACION,65,Look At Me!,2017-04-01
Luke Combs,66,Hurricane,2017-04-01
DJ Khaled Featuring Beyonce & JAY Z,67,Shining,2017-04-01
Brett Young,68,In Case You Didn't Know,2017-04-01
Linkin Park Featuring Kiiara,69,Heavy,2017-04-01
Jason Aldean,70,Any Ol' Barstool,2017-04-01
Nicki Minaj & Lil Wayne,71,Changed It,2017-04-01
Frank Ocean,72,Chanel,2017-04-01
Big Sean,73,Moves,2017-04-01
Future,74,Draco,2017-04-01
Starley,75,Call On Me,2017-04-01
Alessia Cara,76,How Far I'll Go,2017-04-01
The Weeknd,77,Party Monster,2017-04-01
Lorde,78,Liability,2017-04-01
Russ,79,Losin Control,2017-04-01
Lauren Alaina,80,Road Less Traveled,2017-04-01
Josh Turner,81,Hometown Girl,2017-04-01
Bebe Rexha,82,I Got You,2017-04-01
Eric Church Featuring Rhiannon Giddens,83,Kill A Word,2017-04-01
Brantley Gilbert,84,The Weekend,2017-04-01
Ed Sheeran,85,Dive,2017-04-01
Chris Young Featuring Vince Gill,86,Sober Saturday Night,2017-04-01
Keith Urban Featuring Carrie Underwood,87,The Fighter,2017-04-01
Dierks Bentley,88,Black,2017-04-01
Brad Paisley,89,Today,2017-04-01
PnB Rock,90,Selfish,2017-04-01
Kelsea Ballerini,91,Yeah Boy,2017-04-01
Dwayne Johnson,92,You're Welcome,2017-04-01
2 Chainz x Gucci Mane x Quavo,93,Good Drank,2017-04-01
Ed Sheeran,94,Happier,2017-04-01
6LACK,95,Prblms,2017-04-01
Future Featuring The Weeknd,96,Comin Out Strong,2017-04-01
Shakira Featuring Maluma,97,Chantaje,2017-04-01
Nicky Jam,98,El Amante,2017-04-01
Migos Featuring Gucci Mane,99,Slippery,2017-04-01
Martin Garrix & Dua Lipa,100,Scared To Be Lonely,2017-04-01
Ed Sheeran,1,Shape Of You,2017-04-08
Bruno Mars,2,That's What I Like,2017-04-08
Zayn / Taylor Swift,3,I Don't Wanna Live Forever (Fifty Shades Darker),2017-04-08
Migos Featuring Lil Uzi Vert,4,Bad And Boujee,2017-04-08
The Weeknd Featuring Daft Punk,5,I Feel It Coming,2017-04-08
Kodak Black,6,Tunnel Vision,2017-04-08
The Chainsmokers & Coldplay,7,Something Just Like This,2017-04-08
Drake,8,Passionfruit,2017-04-08
Drake Featuring Quavo & Travis Scott,9,Portland,2017-04-08
The Chainsmokers,10,Paris,2017-04-08
Rihanna,11,Love On The Brain,2017-04-08
KYLE Featuring Lil Yachty,12,iSpy,2017-04-08
Clean Bandit Featuring Sean Paul & Anne-Marie,13,Rockabye,2017-04-08
Big Sean,14,Bounce Back,2017-04-08
Drake,15,Fake Love,2017-04-08
Sam Hunt,16,Body Like A Back Road,2017-04-08
The Chainsmokers Featuring Halsey,17,Closer,2017-04-08
Drake,18,Free Smoke,2017-04-08
Katy Perry Featuring Skip Marley,19,Chained To The Rhythm,2017-04-08
Kygo x Selena Gomez,20,It Ain't Me,2017-04-08
Zedd & Alessia Cara,21,Stay,2017-04-08
James Arthur,22,Say You Won't Let Go,2017-04-08
Shawn Mendes,23,Mercy,2017-04-08
Future,24,Mask Off,2017-04-08
Migos,25,T-Shirt,2017-04-08
Julia Michaels,26,Issues,2017-04-08
Bruno Mars,27,24K Magic,2017-04-08
Marian Hill,28,Down,2017-04-08
Drake,29,Gyalchester,2017-04-08
Post Malone Featuring Quavo,30,Congratulations,2017-04-08
Maroon 5 Featuring Future,31,Cold,2017-04-08
Khalid,32,Location,2017-04-08
Justin Timberlake,33,Can't Stop The Feeling!,2017-04-08
Alessia Cara,34,Scars To Your Beautiful,2017-04-08
Drake,35,Teenage Fever,2017-04-08
Drake Featuring 2 Chainz & Young Thug,36,Sacrifices,2017-04-08
The Weeknd Featuring Daft Punk,37,Starboy,2017-04-08
Drake,38,Blem,2017-04-08
Machine Gun Kelly x Camila Cabello,39,Bad Things,2017-04-08
Drake Featuring Giggs,40,No Long Talk,2017-04-08
Rae Sremmurd,41,Swang,2017-04-08
Ayo & Teo,42,Rolex,2017-04-08
Jon Pardi,43,Dirt On My Boots,2017-04-08
Maroon 5 Featuring Kendrick Lamar,44,Don't Wanna Know,2017-04-08
Drake Featuring Jorja Smith & Black Coffee,45,Get It Together,2017-04-08
Lady Gaga,46,Million Reasons,2017-04-08
DJ Snake Featuring Justin Bieber,47,Let Me Love You,2017-04-08
Drake Featuring Giggs,48,KMT,2017-04-08
Drake,49,Jorja Interlude,2017-04-08
Drake Featuring Sampha,50,4422,2017-04-08
Drake,51,Madiba Riddim,2017-04-08
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,52,Despacito,2017-04-08
Adele,53,Water Under The Bridge,2017-04-08
Drake Featuring Kanye West,54,Glow,2017-04-08
Calvin Harris Featuring Frank Ocean & Migos,55,Slide,2017-04-08
Chris Brown Featuring Usher & Gucci Mane,56,Party,2017-04-08
Imagine Dragons,57,Believer,2017-04-08
Gucci Mane Featuring Drake,58,Both,2017-04-08
Travis Scott,59,Goosebumps,2017-04-08
Drake,60,Do Not Disturb,2017-04-08
Drake,61,Nothings Into Somethings,2017-04-08
Drake Featuring Young Thug,62,Ice Melts,2017-04-08
Auli'i Cravalho,63,How Far I'll Go,2017-04-08
Drake,64,Lose You,2017-04-08
Lorde,65,Green Light,2017-04-08
XXXTENTACION,66,Look At Me!,2017-04-08
Brett Young,67,In Case You Didn't Know,2017-04-08
Luke Combs,68,Hurricane,2017-04-08
Luke Bryan,69,Fast,2017-04-08
Drake Featuring PARTYNEXTDOOR,70,Since Way Back,2017-04-08
Childish Gambino,71,Redbone,2017-04-08
Ed Sheeran,72,Castle On The Hill,2017-04-08
Noah Cyrus Featuring Labrinth,73,Make Me (Cry),2017-04-08
Jason Aldean,74,Any Ol' Barstool,2017-04-08
Ariana Grande Featuring Future,75,Everyday,2017-04-08
Drake,76,Skepta Interlude,2017-04-08
Train,77,Play That Song,2017-04-08
Keith Urban Featuring Carrie Underwood,78,The Fighter,2017-04-08
Linkin Park Featuring Kiiara,79,Heavy,2017-04-08
J. Cole,80,Deja Vu,2017-04-08
Michael Ray,81,Think A Little Less,2017-04-08
Drake,82,Can't Have Everything,2017-04-08
Big Sean,83,Moves,2017-04-08
"Nicki Minaj, Drake & Lil Wayne",84,No Frauds,2017-04-08
Future Featuring Rihanna,85,Selfish,2017-04-08
DJ Khaled Featuring Beyonce & JAY Z,86,Shining,2017-04-08
Lauren Alaina,87,Road Less Traveled,2017-04-08
Machine Gun Kelly Featuring Hailee Steinfeld,88,At My Best,2017-04-08
Ed Sheeran,89,Galway Girl,2017-04-08
Starley,90,Call On Me,2017-04-08
Russ,91,Losin Control,2017-04-08
Josh Turner,92,Hometown Girl,2017-04-08
Brantley Gilbert,93,The Weekend,2017-04-08
Ed Sheeran,94,Perfect,2017-04-08
Future,95,Draco,2017-04-08
Eric Church Featuring Rhiannon Giddens,96,Kill A Word,2017-04-08
Rick Ross Featuring Young Thug & Wale,97,Trap Trap Trap,2017-04-08
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,98,Swalla,2017-04-08
The Weeknd,99,Party Monster,2017-04-08
Alessia Cara,100,How Far I'll Go,2017-04-08
Ed Sheeran,1,Shape Of You,2017-04-15
Bruno Mars,2,That's What I Like,2017-04-15
The Chainsmokers & Coldplay,3,Something Just Like This,2017-04-15
The Weeknd Featuring Daft Punk,4,I Feel It Coming,2017-04-15
KYLE Featuring Lil Yachty,5,iSpy,2017-04-15
Migos Featuring Lil Uzi Vert,6,Bad And Boujee,2017-04-15
Zayn / Taylor Swift,7,I Don't Wanna Live Forever (Fifty Shades Darker),2017-04-15
Kodak Black,8,Tunnel Vision,2017-04-15
The Chainsmokers,9,Paris,2017-04-15
Drake,10,Passionfruit,2017-04-15
Clean Bandit Featuring Sean Paul & Anne-Marie,11,Rockabye,2017-04-15
Sam Hunt,12,Body Like A Back Road,2017-04-15
Katy Perry Featuring Skip Marley,13,Chained To The Rhythm,2017-04-15
Rihanna,14,Love On The Brain,2017-04-15
Kygo x Selena Gomez,15,It Ain't Me,2017-04-15
Big Sean,16,Bounce Back,2017-04-15
Zedd & Alessia Cara,17,Stay,2017-04-15
Future,18,Mask Off,2017-04-15
James Arthur,19,Say You Won't Let Go,2017-04-15
The Chainsmokers Featuring Halsey,20,Closer,2017-04-15
Drake Featuring Quavo & Travis Scott,21,Portland,2017-04-15
Kendrick Lamar,22,The Heart Part 4,2017-04-15
Julia Michaels,23,Issues,2017-04-15
Khalid,24,Location,2017-04-15
Migos,25,T-Shirt,2017-04-15
Shawn Mendes,26,Mercy,2017-04-15
Drake,27,Fake Love,2017-04-15
Post Malone Featuring Quavo,28,Congratulations,2017-04-15
Bruno Mars,29,24K Magic,2017-04-15
Maroon 5 Featuring Future,30,Cold,2017-04-15
Justin Timberlake,31,Can't Stop The Feeling!,2017-04-15
Alessia Cara,32,Scars To Your Beautiful,2017-04-15
Marian Hill,33,Down,2017-04-15
Rae Sremmurd,34,Swang,2017-04-15
The Weeknd Featuring Daft Punk,35,Starboy,2017-04-15
Ayo & Teo,36,Rolex,2017-04-15
Lady Gaga,37,Million Reasons,2017-04-15
Jon Pardi,38,Dirt On My Boots,2017-04-15
Machine Gun Kelly x Camila Cabello,39,Bad Things,2017-04-15
Drake,40,Free Smoke,2017-04-15
Maroon 5 Featuring Kendrick Lamar,41,Don't Wanna Know,2017-04-15
XXXTENTACION,42,Look At Me!,2017-04-15
Drake,43,Gyalchester,2017-04-15
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,44,Despacito,2017-04-15
Calvin Harris Featuring Frank Ocean & Migos,45,Slide,2017-04-15
Adele,46,Water Under The Bridge,2017-04-15
Chris Brown Featuring Usher & Gucci Mane,47,Party,2017-04-15
Drake,48,Blem,2017-04-15
Lil Uzi Vert,49,XO TOUR Llif3,2017-04-15
Gucci Mane Featuring Drake,50,Both,2017-04-15
Brett Young,51,In Case You Didn't Know,2017-04-15
Imagine Dragons,52,Believer,2017-04-15
Drake,53,Teenage Fever,2017-04-15
Childish Gambino,54,Redbone,2017-04-15
Luke Combs,55,Hurricane,2017-04-15
Drake Featuring 2 Chainz & Young Thug,56,Sacrifices,2017-04-15
Linkin Park Featuring Kiiara,57,Heavy,2017-04-15
Auli'i Cravalho,58,How Far I'll Go,2017-04-15
Lorde,59,Green Light,2017-04-15
Luke Bryan,60,Fast,2017-04-15
Tim McGraw & Faith Hill,61,Speak To A Girl,2017-04-15
Jason Aldean,62,Any Ol' Barstool,2017-04-15
