rank,song_name,week,main_artist_name
63,Everyday We Lit,2017-06-03,yfn lucci
64,1-800-273-8255,2017-06-03,logic
65,"God, Your Mama, And Me",2017-06-03,florida georgia line
66,Loyalty.,2017-06-03,kendrick lamar
67,First Day Out,2017-06-03,tee grizzley
68,Losin Control,2017-06-03,russ
69,The Weekend,2017-06-03,brantley gilbert
70,Element.,2017-06-03,kendrick lamar
71,Craving You,2017-06-03,thomas rhett
72,At My Best,2017-06-03,machine gun kelly
73,Privacy,2017-06-03,chris brown
74,How Not To,2017-06-03,dan + shay
75,Human,2017-06-03,rag'n'bone man
76,Wokeuplikethis*,2017-06-03,playboi carti
77,Scared To Be Lonely,2017-06-03,martin garrix
78,Hometown Girl,2017-06-03,josh turner
79,My Girl,2017-06-03,dylan scott
80,Bad Liar,2017-06-03,selena gomez
81,Every Time I Hear That Song,2017-06-03,blake shelton
82,Prblms,2017-06-03,6lack
83,You Look Good,2017-06-03,lady antebellum
84,Yeah Boy,2017-06-03,kelsea ballerini
85,Drinkin' Problem,2017-06-03,midland
86,Flatliner,2017-06-03,cole swindell
87,My Old Man,2017-06-03,zac brown band
88,Chained To The Rhythm,2017-06-03,katy perry
89,Good Drank,2017-06-03,2 chainz
90,Good Life,2017-06-03,g-eazy
91,Any Ol' Barstool,2017-06-03,jason aldean
92,Whatever It Takes,2017-06-03,imagine dragons
93,Felices Los 4,2017-06-03,maluma
94,Thunder,2017-06-03,imagine dragons
95,No Promises,2017-06-03,cheat codes
96,Cake,2017-06-03,flo rida
97,El Amante,2017-06-03,nicky jam
98,Ghost In This House,2017-06-03,lauren duski
99,Do Re Mi,2017-06-03,blackbear
100,Me Enamore,2017-06-03,shakira
1,Despacito,2017-06-10,luis fonsi
2,That's What I Like,2017-06-10,bruno mars
3,I'm The One,2017-06-10,dj khaled
4,Humble.,2017-06-10,kendrick lamar
5,Shape Of You,2017-06-10,ed sheeran
6,Mask Off,2017-06-10,future
7,Stay,2017-06-10,zedd
8,Something Just Like This,2017-06-10,the chainsmokers
9,XO TOUR Llif3,2017-06-10,lil uzi vert
10,It Ain't Me,2017-06-10,kygo
11,Issues,2017-06-10,julia michaels
12,Say You Won't Let Go,2017-06-10,james arthur
13,Congratulations,2017-06-10,post malone
14,Body Like A Back Road,2017-06-10,sam hunt
15,Believer,2017-06-10,imagine dragons
16,iSpy,2017-06-10,kyle
17,Sign Of The Times,2017-06-10,harry styles
18,Malibu,2017-06-10,miley cyrus
19,In Case You Didn't Know,2017-06-10,brett young
20,DNA.,2017-06-10,kendrick lamar
21,Location,2017-06-10,khalid
22,Redbone,2017-06-10,childish gambino
23,Unforgettable,2017-06-10,french montana
24,Passionfruit,2017-06-10,drake
25,There's Nothing Holdin' Me Back,2017-06-10,shawn mendes
26,Now Or Never,2017-06-10,halsey
27,Bad Liar,2017-06-10,selena gomez
28,Bad And Boujee,2017-06-10,migos
29,Slide,2017-06-10,calvin harris
30,Castle On The Hill,2017-06-10,ed sheeran
31,Rolex,2017-06-10,ayo
32,Closer,2017-06-10,the chainsmokers
33,Swalla,2017-06-10,jason derulo
34,Tunnel Vision,2017-06-10,kodak black
35,Attention,2017-06-10,charlie puth
36,Goosebumps,2017-06-10,travis scott
37,T-Shirt,2017-06-10,migos
38,24K Magic,2017-06-10,bruno mars
39,Swang,2017-06-10,rae sremmurd
40,Hurricane,2017-06-10,luke combs
41,Rockabye,2017-06-10,clean bandit
42,Strip That Down,2017-06-10,liam payne
43,Deja Vu,2017-06-10,lauren duski
44,Cold,2017-06-10,maroon 5
45,Scars To Your Beautiful,2017-06-10,alessia cara
46,Swish Swish,2017-06-10,katy perry
47,Crying In The Club,2017-06-10,camila cabello
48,Drowning,2017-06-10,a boogie wit da hoodie
49,Look At Me!,2017-06-10,xxxtentacion
50,Heavy,2017-06-10,linkin park
51,Slippery,2017-06-10,migos
52,Slow Hands,2017-06-10,niall horan
53,Paris,2017-06-10,the chainsmokers
54,Love.,2017-06-10,kendrick lamar
55,If I Told You,2017-06-10,darius rucker
56,Black,2017-06-10,dierks bentley
57,The Cure,2017-06-10,lady gaga
58,Magnolia,2017-06-10,playboi carti
59,Everyday We Lit,2017-06-10,yfn lucci
60,"God, Your Mama, And Me",2017-06-10,florida georgia line
61,Portland,2017-06-10,drake
62,The Fighter,2017-06-10,keith urban
63,1-800-273-8255,2017-06-10,logic
64,First Day Out,2017-06-10,tee grizzley
65,Craving You,2017-06-10,thomas rhett
66,Money On You,2017-06-10,chris blue
67,Bon Appetit,2017-06-10,katy perry
68,How Not To,2017-06-10,dan + shay
69,Losin Control,2017-06-10,russ
70,Loyalty.,2017-06-10,kendrick lamar
71,You Look Good,2017-06-10,lady antebellum
72,Privacy,2017-06-10,chris brown
73,My Girl,2017-06-10,dylan scott
74,No Promises,2017-06-10,cheat codes
75,Every Time I Hear That Song,2017-06-10,blake shelton
76,Yours If You Want It,2017-06-10,rascal flatts
77,Most Girls,2017-06-10,hailee steinfeld
78,Drinkin' Problem,2017-06-10,midland
79,Wokeuplikethis*,2017-06-10,playboi carti
80,Scared To Be Lonely,2017-06-10,martin garrix
81,Flatliner,2017-06-10,cole swindell
82,Thunder,2017-06-10,imagine dragons
83,Element.,2017-06-10,kendrick lamar
84,Gyalchester,2017-06-10,drake
85,Hometown Girl,2017-06-10,josh turner
86,Chained To The Rhythm,2017-06-10,katy perry
87,At My Best,2017-06-10,machine gun kelly
88,Good Drank,2017-06-10,2 chainz
89,Human,2017-06-10,rag'n'bone man
90,Felices Los 4,2017-06-10,maluma
91,Rollin,2017-06-10,calvin harris
92,The Dance,2017-06-10,lauren duski
93,Do Re Mi,2017-06-10,blackbear
94,Boy,2017-06-10,lee brice
95,El Amante,2017-06-10,nicky jam
96,Weak,2017-06-10,ajr
97,Either Way,2017-06-10,chris stapleton
98,My Old Man,2017-06-10,zac brown band
99,Subeme La Radio,2017-06-10,enrique iglesias
100,Any Ol' Barstool,2017-06-10,jason aldean
1,Despacito,2017-06-17,luis fonsi
2,That's What I Like,2017-06-17,bruno mars
3,I'm The One,2017-06-17,dj khaled
4,Humble.,2017-06-17,kendrick lamar
5,Shape Of You,2017-06-17,ed sheeran
6,Mask Off,2017-06-17,future
7,Stay,2017-06-17,zedd
8,Something Just Like This,2017-06-17,the chainsmokers
9,XO TOUR Llif3,2017-06-17,lil uzi vert
10,Congratulations,2017-06-17,post malone
11,Issues,2017-06-17,julia michaels
12,Say You Won't Let Go,2017-06-17,james arthur
13,It Ain't Me,2017-06-17,kygo
14,Body Like A Back Road,2017-06-17,sam hunt
15,Believer,2017-06-17,imagine dragons
16,iSpy,2017-06-17,kyle
17,Redbone,2017-06-17,childish gambino
18,Unforgettable,2017-06-17,french montana
19,In Case You Didn't Know,2017-06-17,brett young
20,Rolex,2017-06-17,ayo
21,Malibu,2017-06-17,miley cyrus
22,There's Nothing Holdin' Me Back,2017-06-17,shawn mendes
23,Location,2017-06-17,khalid
24,Sign Of The Times,2017-06-17,harry styles
25,DNA.,2017-06-17,kendrick lamar
26,Now Or Never,2017-06-17,halsey
27,Passionfruit,2017-06-17,drake
28,Castle On The Hill,2017-06-17,ed sheeran
29,Bad And Boujee,2017-06-17,migos
30,Slide,2017-06-17,calvin harris
31,Swalla,2017-06-17,jason derulo
32,Closer,2017-06-17,the chainsmokers
33,Slow Hands,2017-06-17,niall horan
34,Tunnel Vision,2017-06-17,kodak black
35,Goosebumps,2017-06-17,travis scott
36,T-Shirt,2017-06-17,migos
37,Attention,2017-06-17,charlie puth
38,24K Magic,2017-06-17,bruno mars
39,Hurricane,2017-06-17,luke combs
40,Swang,2017-06-17,rae sremmurd
41,Drowning,2017-06-17,a boogie wit da hoodie
42,Scars To Your Beautiful,2017-06-17,alessia cara
43,Rockabye,2017-06-17,clean bandit
44,Slippery,2017-06-17,migos
45,Bad Liar,2017-06-17,selena gomez
46,Paris,2017-06-17,the chainsmokers
47,Everyday We Lit,2017-06-17,yfn lucci
48,Cold,2017-06-17,maroon 5
49,Magnolia,2017-06-17,playboi carti
50,Look At Me!,2017-06-17,xxxtentacion
51,The Cure,2017-06-17,lady gaga
52,"God, Your Mama, And Me",2017-06-17,florida georgia line
53,If I Told You,2017-06-17,darius rucker
54,Love.,2017-06-17,kendrick lamar
55,The Fighter,2017-06-17,keith urban
56,Black,2017-06-17,dierks bentley
57,First Day Out,2017-06-17,tee grizzley
58,Heavy,2017-06-17,linkin park
59,Craving You,2017-06-17,thomas rhett
60,Portland,2017-06-17,drake
61,Crying In The Club,2017-06-17,camila cabello
62,1-800-273-8255,2017-06-17,logic
63,How Not To,2017-06-17,dan + shay
64,My Girl,2017-06-17,dylan scott
65,Strip That Down,2017-06-17,liam payne
66,Privacy,2017-06-17,chris brown
67,Every Time I Hear That Song,2017-06-17,blake shelton
68,You Look Good,2017-06-17,lady antebellum
69,Losin Control,2017-06-17,russ
70,Felices Los 4,2017-06-17,maluma
71,Drinkin' Problem,2017-06-17,midland
72,Loyalty.,2017-06-17,kendrick lamar
73,Flatliner,2017-06-17,cole swindell
74,Somethin Tells Me,2017-06-17,bryson tiller
75,Most Girls,2017-06-17,hailee steinfeld
76,Yours If You Want It,2017-06-17,rascal flatts
77,No Promises,2017-06-17,cheat codes
78,Swish Swish,2017-06-17,katy perry
79,Gyalchester,2017-06-17,drake
80,Peek A Boo,2017-06-17,lil yachty
81,Thunder,2017-06-17,imagine dragons
82,Wokeuplikethis*,2017-06-17,playboi carti
83,Me Enamore,2017-06-17,shakira
84,Scared To Be Lonely,2017-06-17,martin garrix
85,Self-Made,2017-06-17,bryson tiller
86,Weak,2017-06-17,ajr
87,Good Drank,2017-06-17,2 chainz
88,Met Gala,2017-06-17,gucci mane
89,Don't Get Too High,2017-06-17,bryson tiller
90,No Such Thing As A Broken Heart,2017-06-17,old dominion
91,Run Me Dry,2017-06-17,bryson tiller
92,Human,2017-06-17,rag'n'bone man
93,Hometown Girl,2017-06-17,josh turner
94,There For You,2017-06-17,martin garrix
95,Do Re Mi,2017-06-17,blackbear
96,Bon Appetit,2017-06-17,katy perry
97,Element.,2017-06-17,kendrick lamar
98,No Longer Friends,2017-06-17,bryson tiller
99,Butterfly Effect,2017-06-17,travis scott
100,Strangers,2017-06-17,halsey
1,Despacito,2017-06-24,luis fonsi
2,That's What I Like,2017-06-24,bruno mars
3,I'm The One,2017-06-24,dj khaled
4,Shape Of You,2017-06-24,ed sheeran
5,Humble.,2017-06-24,kendrick lamar
6,Mask Off,2017-06-24,future
7,XO TOUR Llif3,2017-06-24,lil uzi vert
8,Something Just Like This,2017-06-24,the chainsmokers
9,Stay,2017-06-24,zedd
10,Congratulations,2017-06-24,post malone
11,Say You Won't Let Go,2017-06-24,james arthur
12,Issues,2017-06-24,julia michaels
13,Believer,2017-06-24,imagine dragons
14,Body Like A Back Road,2017-06-24,sam hunt
15,It Ain't Me,2017-06-24,kygo
16,Redbone,2017-06-24,childish gambino
17,Unforgettable,2017-06-24,french montana
18,There's Nothing Holdin' Me Back,2017-06-24,shawn mendes
19,iSpy,2017-06-24,kyle
20,In Case You Didn't Know,2017-06-24,brett young
21,Now Or Never,2017-06-24,halsey
22,Location,2017-06-24,khalid
23,Castle On The Hill,2017-06-24,ed sheeran
24,Rolex,2017-06-24,ayo
25,Sign Of The Times,2017-06-24,harry styles
26,Malibu,2017-06-24,miley cyrus
27,DNA.,2017-06-24,kendrick lamar
28,Slow Hands,2017-06-24,niall horan
29,Swalla,2017-06-24,jason derulo
30,Bad And Boujee,2017-06-24,migos
31,Attention,2017-06-24,charlie puth
32,Closer,2017-06-24,the chainsmokers
33,Swang,2017-06-24,rae sremmurd
34,Passionfruit,2017-06-24,drake
35,Slide,2017-06-24,calvin harris
36,Goosebumps,2017-06-24,travis scott
37,Hurricane,2017-06-24,luke combs
38,Tunnel Vision,2017-06-24,kodak black
39,T-Shirt,2017-06-24,migos
40,Magnolia,2017-06-24,playboi carti
41,24K Magic,2017-06-24,bruno mars
42,Down,2017-06-24,fifth harmony
43,Slippery,2017-06-24,migos
44,Drowning,2017-06-24,a boogie wit da hoodie
45,Bad Liar,2017-06-24,selena gomez
46,The Cure,2017-06-24,lady gaga
47,Scars To Your Beautiful,2017-06-24,alessia cara
48,The Fighter,2017-06-24,keith urban
49,Rockabye,2017-06-24,clean bandit
50,"God, Your Mama, And Me",2017-06-24,florida georgia line
51,Strip That Down,2017-06-24,liam payne
52,Craving You,2017-06-24,thomas rhett
53,To The Max,2017-06-24,dj khaled
54,If I Told You,2017-06-24,darius rucker
55,Look At Me!,2017-06-24,xxxtentacion
56,Crying In The Club,2017-06-24,camila cabello
57,Love.,2017-06-24,kendrick lamar
58,Cold,2017-06-24,maroon 5
59,First Day Out,2017-06-24,tee grizzley
60,How Not To,2017-06-24,dan + shay
61,My Girl,2017-06-24,dylan scott
62,Everyday We Lit,2017-06-24,yfn lucci
63,Every Time I Hear That Song,2017-06-24,blake shelton
64,Portland,2017-06-24,drake
65,1-800-273-8255,2017-06-24,logic
66,You Look Good,2017-06-24,lady antebellum
67,Heavy,2017-06-24,linkin park
68,Privacy,2017-06-24,chris brown
69,Drinkin' Problem,2017-06-24,midland
70,Felices Los 4,2017-06-24,maluma
71,Black,2017-06-24,dierks bentley
72,Flatliner,2017-06-24,cole swindell
73,4 AM,2017-06-24,2 chainz
74,Loyalty.,2017-06-24,kendrick lamar
75,Losin Control,2017-06-24,russ
76,Yours If You Want It,2017-06-24,rascal flatts
77,No Promises,2017-06-24,cheat codes
78,No Such Thing As A Broken Heart,2017-06-24,old dominion
79,Weak,2017-06-24,ajr
80,Wokeuplikethis*,2017-06-24,playboi carti
81,Thunder,2017-06-24,imagine dragons
82,Whatever You Need,2017-06-24,meek mill
83,Swish Swish,2017-06-24,katy perry
84,Good Drank,2017-06-24,2 chainz
85,Small Town Boy,2017-06-24,dustin lynch
86,Most Girls,2017-06-24,hailee steinfeld
87,Know No Better,2017-06-24,major lazer
88,Do Re Mi,2017-06-24,blackbear
89,Peek A Boo,2017-06-24,lil yachty
90,Hometown Girl,2017-06-24,josh turner
91,Gyalchester,2017-06-24,drake
92,Met Gala,2017-06-24,gucci mane
93,Butterfly Effect,2017-06-24,travis scott
94,It's Everyday Bro,2017-06-24,jake paul
95,Scared To Be Lonely,2017-06-24,martin garrix
96,Subeme La Radio,2017-06-24,enrique iglesias
97,Somebody Else Will,2017-06-24,justin moore
98,Bon Appetit,2017-06-24,katy perry
99,Nobody Else But You,2017-06-24,trey songz
100,Human,2017-06-24,rag'n'bone man
1,Despacito,2017-07-01,luis fonsi
2,I'm The One,2017-07-01,dj khaled
3,That's What I Like,2017-07-01,bruno mars
4,Shape Of You,2017-07-01,ed sheeran
5,Humble.,2017-07-01,kendrick lamar
6,Mask Off,2017-07-01,future
7,Something Just Like This,2017-07-01,the chainsmokers
8,Stay,2017-07-01,zedd
9,Congratulations,2017-07-01,post malone
10,XO TOUR Llif3,2017-07-01,lil uzi vert
11,Body Like A Back Road,2017-07-01,sam hunt
12,Say You Won't Let Go,2017-07-01,james arthur
13,Issues,2017-07-01,julia michaels
14,Redbone,2017-07-01,childish gambino
15,Believer,2017-07-01,imagine dragons
16,2U,2017-07-01,david guetta
17,It Ain't Me,2017-07-01,kygo
18,Unforgettable,2017-07-01,french montana
19,There's Nothing Holdin' Me Back,2017-07-01,shawn mendes
20,Now Or Never,2017-07-01,halsey
21,Castle On The Hill,2017-07-01,ed sheeran
22,iSpy,2017-07-01,kyle
23,Bad Liar,2017-07-01,selena gomez
24,Slow Hands,2017-07-01,niall horan
25,Malibu,2017-07-01,miley cyrus
26,Rolex,2017-07-01,ayo
27,Attention,2017-07-01,charlie puth
28,Location,2017-07-01,khalid
29,Sign Of The Times,2017-07-01,harry styles
30,Swalla,2017-07-01,jason derulo
31,In Case You Didn't Know,2017-07-01,brett young
32,DNA.,2017-07-01,kendrick lamar
33,Magnolia,2017-07-01,playboi carti
34,Closer,2017-07-01,the chainsmokers
35,Bad And Boujee,2017-07-01,migos
36,Slippery,2017-07-01,migos
37,Everyday We Lit,2017-07-01,yfn lucci
38,Goosebumps,2017-07-01,travis scott
39,24K Magic,2017-07-01,bruno mars
40,Tunnel Vision,2017-07-01,kodak black
41,T-Shirt,2017-07-01,migos
42,Drowning,2017-07-01,a boogie wit da hoodie
43,Hurricane,2017-07-01,luke combs
44,Strip That Down,2017-07-01,liam payne
45,Passionfruit,2017-07-01,drake
46,Slide,2017-07-01,calvin harris
47,The Fighter,2017-07-01,keith urban
48,The Cure,2017-07-01,lady gaga
49,Scars To Your Beautiful,2017-07-01,alessia cara
50,Swang,2017-07-01,rae sremmurd
51,"God, Your Mama, And Me",2017-07-01,florida georgia line
52,Craving You,2017-07-01,thomas rhett
53,To The Max,2017-07-01,dj khaled
54,Look At Me!,2017-07-01,xxxtentacion
55,Crying In The Club,2017-07-01,camila cabello
56,First Day Out,2017-07-01,tee grizzley
57,How Not To,2017-07-01,dan + shay
58,Love.,2017-07-01,kendrick lamar
59,You Look Good,2017-07-01,lady antebellum
60,My Girl,2017-07-01,dylan scott
61,Every Time I Hear That Song,2017-07-01,blake shelton
62,Swish Swish,2017-07-01,katy perry
63,If I Told You,2017-07-01,darius rucker
64,Cold,2017-07-01,maroon 5
65,Felices Los 4,2017-07-01,maluma
66,Portland,2017-07-01,drake
67,Drinkin' Problem,2017-07-01,midland
68,1-800-273-8255,2017-07-01,logic
69,Privacy,2017-07-01,chris brown
70,Love Galore,2017-07-01,sza
71,Down,2017-07-01,fifth harmony
72,Flatliner,2017-07-01,cole swindell
73,Weak,2017-07-01,ajr
74,Loyalty.,2017-07-01,kendrick lamar
75,Yours If You Want It,2017-07-01,rascal flatts
76,Small Town Boy,2017-07-01,dustin lynch
77,No Promises,2017-07-01,cheat codes
78,No Such Thing As A Broken Heart,2017-07-01,old dominion
79,Do I Make You Wanna,2017-07-01,billy currington
80,Losin Control,2017-07-01,russ
81,Butterfly Effect,2017-07-01,travis scott
82,Wokeuplikethis*,2017-07-01,playboi carti
83,Heavy,2017-07-01,linkin park
84,4 AM,2017-07-01,2 chainz
85,Bon Appetit,2017-07-01,katy perry
86,Black,2017-07-01,dierks bentley
87,Thunder,2017-07-01,imagine dragons
88,Most Girls,2017-07-01,hailee steinfeld
89,Escapate Conmigo,2017-07-01,wisin
90,Subeme La Radio,2017-07-01,enrique iglesias
91,Somebody Else Will,2017-07-01,justin moore
92,Nobody Else But You,2017-07-01,trey songz
93,What Ifs,2017-07-01,kane brown
94,Good Drank,2017-07-01,2 chainz
95,It's A Vibe,2017-07-01,2 chainz
96,Hometown Girl,2017-07-01,josh turner
97,Reminder,2017-07-01,the weeknd
98,Gyalchester,2017-07-01,drake
99,Know No Better,2017-07-01,major lazer
100,It Ain't My Fault,2017-07-01,brothers osborne
1,Despacito,2017-07-08,luis fonsi
2,I'm The One,2017-07-08,dj khaled
3,That's What I Like,2017-07-08,bruno mars
4,Wild Thoughts,2017-07-08,dj khaled
5,Shape Of You,2017-07-08,ed sheeran
6,Humble.,2017-07-08,kendrick lamar
7,Mask Off,2017-07-08,future
8,Congratulations,2017-07-08,post malone
9,Something Just Like This,2017-07-08,the chainsmokers
10,Stay,2017-07-08,zedd
11,Believer,2017-07-08,imagine dragons
12,XO TOUR Llif3,2017-07-08,lil uzi vert
13,Body Like A Back Road,2017-07-08,sam hunt
14,Redbone,2017-07-08,childish gambino
15,Issues,2017-07-08,julia michaels
16,Unforgettable,2017-07-08,french montana
17,Say You Won't Let Go,2017-07-08,james arthur
18,It Ain't Me,2017-07-08,kygo
19,There's Nothing Holdin' Me Back,2017-07-08,shawn mendes
20,Bad Liar,2017-07-08,selena gomez
21,Now Or Never,2017-07-08,halsey
22,Malibu,2017-07-08,miley cyrus
23,Castle On The Hill,2017-07-08,ed sheeran
24,Slow Hands,2017-07-08,niall horan
25,Attention,2017-07-08,charlie puth
26,iSpy,2017-07-08,kyle
27,Rolex,2017-07-08,ayo
28,2U,2017-07-08,david guetta
29,Magnolia,2017-07-08,playboi carti
30,Location,2017-07-08,khalid
31,Swalla,2017-07-08,jason derulo
32,In Case You Didn't Know,2017-07-08,brett young
33,Closer,2017-07-08,the chainsmokers
34,Strip That Down,2017-07-08,liam payne
35,Slippery,2017-07-08,migos
36,DNA.,2017-07-08,kendrick lamar
37,Everyday We Lit,2017-07-08,yfn lucci
38,Bad And Boujee,2017-07-08,migos
39,Goosebumps,2017-07-08,travis scott
40,24K Magic,2017-07-08,bruno mars
41,Drowning,2017-07-08,a boogie wit da hoodie
42,Sign Of The Times,2017-07-08,harry styles
43,Hurricane,2017-07-08,luke combs
44,Tunnel Vision,2017-07-08,kodak black
45,Scars To Your Beautiful,2017-07-08,alessia cara
46,"God, Your Mama, And Me",2017-07-08,florida georgia line
47,T-Shirt,2017-07-08,migos
48,Passionfruit,2017-07-08,drake
49,Slide,2017-07-08,calvin harris
50,The Fighter,2017-07-08,keith urban
51,Feels,2017-07-08,calvin harris
52,First Day Out,2017-07-08,tee grizzley
53,Craving You,2017-07-08,thomas rhett
54,Crying In The Club,2017-07-08,camila cabello
55,4 AM,2017-07-08,2 chainz
56,My Girl,2017-07-08,dylan scott
57,The Cure,2017-07-08,lady gaga
58,It's A Vibe,2017-07-08,2 chainz
59,Every Time I Hear That Song,2017-07-08,blake shelton
60,Look At Me!,2017-07-08,xxxtentacion
61,First Day Out,2017-07-08,kodak black
62,Love.,2017-07-08,kendrick lamar
63,Felices Los 4,2017-07-08,maluma
64,Drinkin' Problem,2017-07-08,midland
65,How Not To,2017-07-08,dan + shay
66,Privacy,2017-07-08,chris brown
67,You Look Good,2017-07-08,lady antebellum
68,1-800-273-8255,2017-07-08,logic
69,Loyalty.,2017-07-08,kendrick lamar
70,Good Drank,2017-07-08,2 chainz
71,Cold,2017-07-08,maroon 5
72,Portland,2017-07-08,drake
73,Flatliner,2017-07-08,cole swindell
74,Weak,2017-07-08,ajr
75,Small Town Boy,2017-07-08,dustin lynch
76,If I Told You,2017-07-08,darius rucker
77,No Promises,2017-07-08,cheat codes
78,To The Max,2017-07-08,dj khaled
79,Down,2017-07-08,fifth harmony
80,No Such Thing As A Broken Heart,2017-07-08,old dominion
81,Love Galore,2017-07-08,sza
82,Yours If You Want It,2017-07-08,rascal flatts
83,Relationship,2017-07-08,young thug
84,Swish Swish,2017-07-08,katy perry
85,Thunder,2017-07-08,imagine dragons
86,Losin Control,2017-07-08,russ
87,Reminder,2017-07-08,the weeknd
88,My Old Man,2017-07-08,zac brown band
89,Feel It Still,2017-07-08,portugal. the man
90,What Ifs,2017-07-08,kane brown
91,Most Girls,2017-07-08,hailee steinfeld
92,Somebody Else Will,2017-07-08,justin moore
93,Do I Make You Wanna,2017-07-08,billy currington
94,Wokeuplikethis*,2017-07-08,playboi carti
95,Butterfly Effect,2017-07-08,travis scott
96,Escapate Conmigo,2017-07-08,wisin
97,Nobody Else But You,2017-07-08,trey songz
98,Subeme La Radio,2017-07-08,enrique iglesias
99,It Ain't My Fault,2017-07-08,brothers osborne
100,Real Hitta,2017-07-08,plies
1,Despacito,2017-07-15,luis fonsi
2,I'm The One,2017-07-15,dj khaled
3,Wild Thoughts,2017-07-15,dj khaled
4,That's What I Like,2017-07-15,bruno mars
5,Shape Of You,2017-07-15,ed sheeran
6,Believer,2017-07-15,imagine dragons
7,Humble.,2017-07-15,kendrick lamar
8,Congratulations,2017-07-15,post malone
9,Mask Off,2017-07-15,future
10,Something Just Like This,2017-07-15,the chainsmokers
11,Stay,2017-07-15,zedd
12,Body Like A Back Road,2017-07-15,sam hunt
13,Unforgettable,2017-07-15,french montana
14,Redbone,2017-07-15,childish gambino
15,XO TOUR Llif3,2017-07-15,lil uzi vert
16,Issues,2017-07-15,julia michaels
17,Say You Won't Let Go,2017-07-15,james arthur
18,There's Nothing Holdin' Me Back,2017-07-15,shawn mendes
19,Now Or Never,2017-07-15,halsey
20,It Ain't Me,2017-07-15,kygo
21,Slow Hands,2017-07-15,niall horan
22,Castle On The Hill,2017-07-15,ed sheeran
23,Attention,2017-07-15,charlie puth
24,Bad Liar,2017-07-15,selena gomez
25,Malibu,2017-07-15,miley cyrus
26,Location,2017-07-15,khalid
27,2U,2017-07-15,david guetta
28,iSpy,2017-07-15,kyle
29,Rolex,2017-07-15,ayo
30,Magnolia,2017-07-15,playboi carti
31,Slippery,2017-07-15,migos
32,In Case You Didn't Know,2017-07-15,brett young
33,Strip That Down,2017-07-15,liam payne
34,Closer,2017-07-15,the chainsmokers
35,Bad And Boujee,2017-07-15,migos
36,Signs,2017-07-15,drake
37,Everyday We Lit,2017-07-15,yfn lucci
38,Swalla,2017-07-15,jason derulo
39,Drowning,2017-07-15,a boogie wit da hoodie
40,24K Magic,2017-07-15,bruno mars
41,DNA.,2017-07-15,kendrick lamar
42,Goosebumps,2017-07-15,travis scott
43,Hurricane,2017-07-15,luke combs
44,Craving You,2017-07-15,thomas rhett
45,My Girl,2017-07-15,dylan scott
46,The Cure,2017-07-15,lady gaga
47,The Fighter,2017-07-15,keith urban
48,First Day Out,2017-07-15,tee grizzley
49,T-Shirt,2017-07-15,migos
50,Crying In The Club,2017-07-15,camila cabello
51,Tunnel Vision,2017-07-15,kodak black
52,Passionfruit,2017-07-15,drake
53,"God, Your Mama, And Me",2017-07-15,florida georgia line
54,Thunder,2017-07-15,imagine dragons
55,Slide,2017-07-15,calvin harris
56,Every Time I Hear That Song,2017-07-15,blake shelton
57,Feels,2017-07-15,calvin harris
58,Sign Of The Times,2017-07-15,harry styles
59,4 AM,2017-07-15,2 chainz
60,Loyalty.,2017-07-15,kendrick lamar
61,Drinkin' Problem,2017-07-15,midland
62,Privacy,2017-07-15,chris brown
63,It's A Vibe,2017-07-15,2 chainz
64,1-800-273-8255,2017-07-15,logic
65,Small Town Boy,2017-07-15,dustin lynch
66,Felices Los 4,2017-07-15,maluma
67,Love.,2017-07-15,kendrick lamar
68,Don't Quit,2017-07-15,dj khaled
69,Flatliner,2017-07-15,cole swindell
70,You Look Good,2017-07-15,lady antebellum
71,No Complaints,2017-07-15,metro boomin
72,Do I Make You Wanna,2017-07-15,billy currington
73,To The Max,2017-07-15,dj khaled
74,Love Galore,2017-07-15,sza
75,Weak,2017-07-15,ajr
76,Yours If You Want It,2017-07-15,rascal flatts
77,No Such Thing As A Broken Heart,2017-07-15,old dominion
78,Versace On The Floor,2017-07-15,bruno mars
79,Portland,2017-07-15,drake
80,How Not To,2017-07-15,dan + shay
81,What Ifs,2017-07-15,kane brown
82,No Promises,2017-07-15,cheat codes
83,If I Told You,2017-07-15,darius rucker
84,Feel It Still,2017-07-15,portugal. the man
85,Somebody Else Will,2017-07-15,justin moore
86,Down,2017-07-15,fifth harmony
87,Butterfly Effect,2017-07-15,travis scott
88,On Everything,2017-07-15,dj khaled
89,Element.,2017-07-15,kendrick lamar
90,Swish Swish,2017-07-15,katy perry
91,Cold,2017-07-15,maroon 5
92,Losin Control,2017-07-15,russ
93,Reminder,2017-07-15,the weeknd
94,Crew,2017-07-15,goldlink
95,Most Girls,2017-07-15,hailee steinfeld
96,Escapate Conmigo,2017-07-15,wisin
97,Good Drank,2017-07-15,2 chainz
98,Shining,2017-07-15,dj khaled
99,Wokeuplikethis*,2017-07-15,playboi carti
100,It Ain't My Fault,2017-07-15,brothers osborne
1,Despacito,2017-07-22,luis fonsi
2,I'm The One,2017-07-22,dj khaled
3,That's What I Like,2017-07-22,bruno mars
4,Wild Thoughts,2017-07-22,dj khaled
5,Shape Of You,2017-07-22,ed sheeran
6,Humble.,2017-07-22,kendrick lamar
7,Believer,2017-07-22,imagine dragons
8,Body Like A Back Road,2017-07-22,sam hunt
9,Congratulations,2017-07-22,post malone
10,Unforgettable,2017-07-22,french montana
